scenario_variation,model,row_wise,observations_attempted,correct,percent_error,run_time,input_tokens_used,output_tokens_used,cost,source_file
"semi_minor_axis_star2-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,2.4919930197553835,11.91,7497,438,0.023122500000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,11,False,0.23240464596394608,10.41,6563,380,0.020207500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,11,False,0.23868927029975512,10.98,7519,560,0.024397500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"semi_minor_axis_star2-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,9,False,0.23240464596394608,10.15,9417,390,0.0274425,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"specific_angular_momentum-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,2,False,0.9999084231484084,14.63,5539,935,0.023197500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"specific_angular_momentum-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.9999084231484084,12.8,7276,693,0.025120000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"specific_angular_momentum-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.9538131061464598,9.75,5705,550,0.019762500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"specific_angular_momentum-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.8803337547118462,21.18,7856,694,0.026580000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"specific_angular_momentum-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.9368340141628216,14.45,5853,563,0.020262500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"specific_angular_momentum-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,0.9374867780569115,11.38,3961,509,0.014992500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"specific_angular_momentum-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.9280842834724944,21.7,9504,997,0.03373,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"specific_angular_momentum-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,2,False,0.9979586755198452,17.69,7897,931,0.029052500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"specific_angular_momentum-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,20,False,0.6397721043051272,31.55,14965,1580,0.0532125,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,0.3279199926587339,8.73,3815,321,0.012747500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,0.663959996329367,8.19,3806,212,0.011635000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,0.3279199926587339,9.41,6018,386,0.018905,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,10,False,0.32791999266111865,20.58,5806,716,0.021675000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,2,False,0.43993332721759887,7.66,3898,306,0.012805,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,2,False,0.32791999266111865,6.99,5141,384,0.016692500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.46233599412782134,38.08,9323,906,0.0323675,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,True,0.10389332354636897,19.67,9959,438,0.029277500000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"time_fraction_acceleraton_below_mean-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,7,True,0.10389332354636897,20.86,17742,901,0.05336500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"total_mass-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,9,False,5.4862522233417215,27.89,16439,1391,0.0550075,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"total_mass-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,5.4862522233417215,26.72,15923,1576,0.055567500000000006,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"total_mass-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,2,False,0.94988138321265,10.58,7359,746,0.025857500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"total_mass-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,10,False,3.7034664142847054,26.42,12146,1539,0.045755000000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"total_mass-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,9,False,0.49903908013535686,22.81,13482,932,0.04302500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"total_mass-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,9,False,0.3915581107351197,21.23,15287,963,0.0478475,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"total_mass-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,0.9878663047955097,20.55,13771,1054,0.0449675,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"total_mass-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,2.95311321502464,28.23,16926,1293,0.055245,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"total_mass-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,21,False,0.9710229902492212,40.1,28875,2105,0.0932375,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_20per_path-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,11,False,5.158400249927036,22.34,9337,764,0.030982500000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_20per_path-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,11,False,5.158400249927036,19.78,11087,780,0.0355175,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_20per_path-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,11,False,5.158400249927036,9.46,8345,591,0.026772500000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_20per_path-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,16.087376602831505,26.73,13872,876,0.043440000000000006,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_20per_path-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,21.78316880377534,17.09,9235,679,0.0298775,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_20per_path-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,16.087376602831505,15.21,10527,714,0.0334575,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_20per_path-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,11,True,0.22687853453299262,16.43,8987,730,0.029767500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_20per_path-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,28,False,6.570157155528064,28.68,21673,1378,0.06796250000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_20per_path-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,100,False,10.041906810796933,157.63,279863,6703,0.7666875000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_70per_path-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,8,False,7.710443100478612,14.52,8388,703,0.028000000000000004,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_70per_path-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,9,False,5.097310170335028,17.04,11882,716,0.036865,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_70per_path-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,5,False,10.323576030622196,10.54,8853,557,0.027702500000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_70per_path-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,4.661361045520551,18.25,9417,827,0.0318125,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_70per_path-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,18,False,7.08765863645793,19.85,12504,801,0.039270000000000006,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_70per_path-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,11,False,0.6175317272915859,11.46,10806,690,0.033915,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_70per_path-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,11,False,1.3318752843434667,14.0,8980,694,0.029390000000000003,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_70per_path-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,16,False,4.8296882108586665,17.85,12566,710,0.03851500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"travel_time_orbital_70per_path-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,23,False,0.7085155894570666,50.9,54867,3083,0.1679975,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,,7.38,3996,479,0.014780000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,10,False,,8.17,4030,513,0.015205,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-9.6 M, 3.1 M",gpt-4o-2024-11-20,True,12,False,,25.79,15344,1513,0.05349000000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 8.3e8",gpt-4o-2024-11-20,True,10,True,,11.12,4339,806,0.0189075,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 8.3e8",gpt-4o-2024-11-20,True,10,True,,15.51,4363,947,0.0203775,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 8.3e8",gpt-4o-2024-11-20,True,10,True,,8.46,4195,412,0.0146075,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,6,False,,20.41,13618,1152,0.04556500000000001,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,2,False,,23.46,11133,1231,0.040142500000000005,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-21.3 M, 3.1 M",gpt-4o-2024-11-20,True,2,False,,13.05,4224,541,0.01597,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,5,False,,18.41,8705,1019,0.0319525,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,2,False,,22.32,12083,1205,0.0422575,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-0.18 M, 0.63 M",gpt-4o-2024-11-20,True,2,False,,11.74,3891,361,0.0133375,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 8.3e8 Proper Motion",gpt-4o-2024-11-20,True,10,True,,7.75,4054,514,0.015275000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 8.3e8 Proper Motion",gpt-4o-2024-11-20,True,10,True,,27.97,9502,1553,0.039285,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 8.3e8 Proper Motion",gpt-4o-2024-11-20,True,10,True,,8.79,4092,425,0.014480000000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 1.7e9",gpt-4o-2024-11-20,True,8,True,,28.55,11639,977,0.0388675,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 1.7e9",gpt-4o-2024-11-20,True,2,True,,14.79,4051,501,0.015137500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"virial_theorem-7.7 M, 4.9 M, Drag tau = 1.7e9",gpt-4o-2024-11-20,True,10,True,,10.15,4165,446,0.014872500000000002,gpt-4o-2024-11-20_row_wise_100_10/gpt-4o-2024-11-20_row_wise_100_10.json
"K+U-9.6 M, 3.1 M",gpt-4o-mini-2024-07-18,True,10,False,1.398196585129119,38.21,16971,2212,0.0038728499999999997,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-9.6 M, 3.1 M",gpt-4o-mini-2024-07-18,True,10,True,0.1945358515150909,56.73,22531,2772,0.00504285,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-9.6 M, 3.1 M",gpt-4o-mini-2024-07-18,True,10,False,12.403529698520332,29.42,7520,1735,0.002169,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-21.3 M, 3.1 M",gpt-4o-mini-2024-07-18,True,10,False,1716246904.2566996,51.06,6640,1771,0.0020586,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-21.3 M, 3.1 M",gpt-4o-mini-2024-07-18,True,100,False,8197821.1084160535,33.98,52569,1339,0.008688749999999999,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-21.3 M, 3.1 M",gpt-4o-mini-2024-07-18,True,10,False,2427604004.471233,55.61,21621,3144,0.00512955,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-9.6 M, 3.1 M, Proper Motion",gpt-4o-mini-2024-07-18,True,9,False,0.5194631135406833,35.76,10998,1811,0.0027362999999999997,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-9.6 M, 3.1 M, Proper Motion",gpt-4o-mini-2024-07-18,True,5,False,0.9221475458372669,31.11,5988,1266,0.0016577999999999999,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-9.6 M, 3.1 M, Proper Motion",gpt-4o-mini-2024-07-18,True,5,False,0.9221475458372669,50.39,13857,2028,0.00329535,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-9.6 M, 3.1 M, Proper Motion2",gpt-4o-mini-2024-07-18,True,5,False,101152132459.9448,36.95,13867,1939,0.00324345,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-9.6 M, 3.1 M, Proper Motion2",gpt-4o-mini-2024-07-18,True,5,False,2.238215555863223,19.92,4581,1178,0.00139395,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-9.6 M, 3.1 M, Proper Motion2",gpt-4o-mini-2024-07-18,True,5,True,0.35235688882735544,55.89,16882,2510,0.0040383,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-0.18 M, 0.63 M",gpt-4o-mini-2024-07-18,True,5,False,228.1918218666691,40.56,6082,1623,0.0018861,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-0.18 M, 0.63 M",gpt-4o-mini-2024-07-18,True,5,False,1.0,23.75,8105,1207,0.00193995,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-0.18 M, 0.63 M",gpt-4o-mini-2024-07-18,True,5,False,6690505873831131.0,16.02,4136,619,0.0009918,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-10.1 M, 5.6 M, Unbound",gpt-4o-mini-2024-07-18,True,10,False,4.488014003705459,44.96,6695,2205,0.00232725,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-10.1 M, 5.6 M, Unbound",gpt-4o-mini-2024-07-18,True,10,False,1.096925585037224,36.72,13474,2178,0.0033279,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"K+U-10.1 M, 5.6 M, Unbound",gpt-4o-mini-2024-07-18,True,10,False,1.5813981155934518,48.47,11151,2425,0.00312765,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-21.3 M, 3.1 M",gpt-4o-mini-2024-07-18,True,10,False,0.5633961052222282,18.87,5323,925,0.00135345,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-21.3 M, 3.1 M",gpt-4o-mini-2024-07-18,True,10,False,0.9999999999944233,20.17,5861,1011,0.00148575,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-21.3 M, 3.1 M",gpt-4o-mini-2024-07-18,True,10,False,0.5633961052222282,15.26,5060,657,0.0011532,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M, Proper Motion",gpt-4o-mini-2024-07-18,True,5,True,0.0002749083767948066,7.91,4364,255,0.0008076,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M, Proper Motion",gpt-4o-mini-2024-07-18,True,5,True,0.0002749083767948066,7.26,4363,254,0.00080685,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M, Proper Motion",gpt-4o-mini-2024-07-18,True,5,False,0.9999999999986147,9.94,4811,440,0.00098565,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M, Proper Motion2",gpt-4o-mini-2024-07-18,True,5,True,7.156782076791726e-05,12.05,4698,597,0.0010628999999999999,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M, Proper Motion2",gpt-4o-mini-2024-07-18,True,5,True,7.156782076791726e-05,11.66,4590,473,0.0009722999999999999,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M, Proper Motion2",gpt-4o-mini-2024-07-18,True,5,True,7.156782076791726e-05,14.91,4676,569,0.0010428,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-0.18 M, 0.63 M",gpt-4o-mini-2024-07-18,True,37,False,1.0,212.47,108397,9087,0.02171175,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-0.18 M, 0.63 M",gpt-4o-mini-2024-07-18,True,5,False,0.9999999999937248,19.46,5185,625,0.0011527500000000001,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-0.18 M, 0.63 M",gpt-4o-mini-2024-07-18,True,5,False,0.9999999999937248,15.6,5182,622,0.0011505,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M",gpt-4o-mini-2024-07-18,True,10,True,0.01768615003304886,15.28,5484,873,0.0013463999999999998,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M",gpt-4o-mini-2024-07-18,True,21,False,0.9999999999958434,21.69,16393,1021,0.0030715499999999997,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"apoastron-9.6 M, 3.1 M",gpt-4o-mini-2024-07-18,True,21,False,0.9999999999958434,24.96,16396,1024,0.0030738,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_apo-0.18 M, 0.63 M",gpt-4o-mini-2024-07-18,True,5,False,0.9485182953512924,8.08,3742,411,0.0008078999999999999,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_apo-0.18 M, 0.63 M",gpt-4o-mini-2024-07-18,True,5,False,0.8851470436856187,10.52,3745,414,0.0008101499999999999,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_apo-0.18 M, 0.63 M",gpt-4o-mini-2024-07-18,True,5,False,56149677.93357778,13.63,5383,483,0.00109725,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_apo-9.6 M, 3.1 M",gpt-4o-mini-2024-07-18,True,26,False,0.999999999999162,26.15,28640,1098,0.0049548,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_apo-9.6 M, 3.1 M",gpt-4o-mini-2024-07-18,True,2,False,0.9979742767375194,16.29,7106,882,0.0015951,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_apo-9.6 M, 3.1 M",gpt-4o-mini-2024-07-18,True,2,False,0.9999999999999046,14.06,6773,703,0.00143775,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_apo-21.3 M, 3.1 M",gpt-4o-mini-2024-07-18,True,11,False,0.9896084546851542,47.05,23242,2461,0.0049629,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_apo-21.3 M, 3.1 M",gpt-4o-mini-2024-07-18,True,100,False,446504650.4382152,44.8,147146,1686,0.0230835,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_apo-21.3 M, 3.1 M",gpt-4o-mini-2024-07-18,True,100,False,25.994046179459822,41.56,120110,1427,0.0188727,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_peri-21.3 M, 3.1 M",gpt-4o-mini-2024-07-18,True,8,False,0.9999999999993745,9.16,4027,438,0.00086685,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_peri-21.3 M, 3.1 M",gpt-4o-mini-2024-07-18,True,8,False,0.9999999999977733,8.14,4124,399,0.0008579999999999999,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_peri-21.3 M, 3.1 M",gpt-4o-mini-2024-07-18,True,12,False,0.9968938207989507,26.54,13185,1268,0.0027385499999999998,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_peri-9.6 M, 3.1 M",gpt-4o-mini-2024-07-18,True,26,False,0.9999616119164954,16.6,17968,719,0.0031266,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_peri-9.6 M, 3.1 M",gpt-4o-mini-2024-07-18,True,23,False,0.9999999999997599,30.02,28549,1245,0.00502935,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
"area_swept_over_time_peri-9.6 M, 3.1 M",gpt-4o-mini-2024-07-18,True,26,False,115689510.7755711,20.7,17964,708,0.0031193999999999996,gpt-4o-mini-2024-07-18_row_wise_100_10/gpt-4o-mini-2024-07-18_row_wise_100_10.json
